stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening D:\chava\Documents\GitHub\proyecto1ED\proyecto1ED\proyecto1\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.12063] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12077] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12087] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12097] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12106] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12118] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12127] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12136] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12150] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12160] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12169] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12180] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12190] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.12201] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12210] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.12221] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12231] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12242] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12257] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12272] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12282] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12291] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12301] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12311] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12320] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12329] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12339] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12356] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12366] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12378] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12389] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.12399] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12409] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.12419] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12429] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12438] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12445] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12455] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12464] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12477] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12488] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12499] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12510] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12522] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12532] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12543] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12553] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.12563] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.12574] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.12585] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.12595] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.12605] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.12617] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12631] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.12642] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12674] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.12700] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12717] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.12729] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12741] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.12750] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12761] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.12774] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12786] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.12796] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12807] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.12815] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.12826] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.12835] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.12844] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.12852] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12863] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.12874] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12889] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.12899] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12911] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.12919] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12928] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.12938] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12951] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.12959] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12969] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.12978] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.12989] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.12999] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13010] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13019] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13028] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13035] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13043] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.13051] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13059] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.13067] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13076] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.13092] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13103] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.13112] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13123] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.13162] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13174] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.13185] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13194] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.13204] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13215] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13224] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13241] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13250] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13259] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.13267] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13275] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.13284] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13295] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.13304] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13314] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.13323] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13333] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.13340] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13349] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.13357] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13365] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.13373] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13385] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13393] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13408] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13419] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13430] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.13441] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13453] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.13465] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13477] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.13487] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13500] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.13543] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13558] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.13568] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13577] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.13584] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13596] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.13604] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13613] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13622] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13633] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13643] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13653] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.13663] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13675] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.13684] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13696] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.13706] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13717] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.13727] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13738] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.13748] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13760] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.13769] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13780] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.13790] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13799] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13808] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13817] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13827] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13835] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.13843] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13852] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.13863] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13873] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.13882] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13893] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.13902] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13913] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.13925] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13937] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.13949] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.13960] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.13971] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.13983] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.13991] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.14008] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.14019] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.14033] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.14044] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.14058] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.14068] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.14077] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.14087] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.14100] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.14110] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.14122] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.14133] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.14143] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.14151] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.14164] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.14173] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14182] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14192] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14201] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14211] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14223] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14234] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14243] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14253] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14263] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14271] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14281] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14290] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14298] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14306] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14314] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14322] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14331] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14338] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14346] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14353] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14361] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14368] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14376] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14384] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14392] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14401] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14412] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14422] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14433] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14443] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14455] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14464] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14476] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14486] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14498] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14508] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14516] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14526] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14538] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14549] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14562] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14571] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14582] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14593] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14604] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14613] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14623] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14634] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14644] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14653] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14664] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14673] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14684] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14694] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14705] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14716] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14727] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14737] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14747] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14759] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14771] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14780] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14791] Single Buffer requirement not met.
